label,sentence
0,Ebm7 Db/F Gb Ab Db Ebm7 Db/F Gb Ab Gb Db Ab Gb Gb Bbm7 Ebm7 Gb Ab Db
0,Ab/C Dbadd9 Ab/C Dbadd9 Bbm7 Ab/C Ab/C Eb Fm7 Dbadd9 Ebsus4
0,Ab Fm7 Dbadd9 Ebsus4 Ab Eb/G Fm7 Cm7 Dbadd9 Ebsus4 Eb Dbadd9
0,Ebsus4 Ab Fm7 Dbadd9 Ab Edim7 Fm7 Dbadd9 Ebsus4 Ab Fm7 Dbadd9
0,Ab/C Abm6/B Bb7sus4 Ebsus4 Dbadd9 Eb Ab/C Dbadd9 Ab/C
0,Cm Fm Bb Eb Cm Fm Gm Ab Cm Fm Bb Eb Cm Fm Bb Cm Bb Eb Bb Cm Bb6 AbM7
0,Bbsus4 Bb Ebsus4 Cm Dm7-5 Dm7/G G Eb Bb Cm Bb6 AbM7 Bbsus4 Bb
0,Ebsus4 Cm Dm7-5 Dm7/G G Dm7/G G Ab Gm Cm Fm Bb Bbm Eb7 Ab Gm Cm
0,Dm7-5 Dm7/G G Dm7/G G Cm Fm Bb Eb Cm Fm Bb Eb Eb/D Cm Fm Bb Eb Cm Fm
0,BbM7 Am7 Gm7 Gm7/C BbM7 Am7 Gm7 Bbm/C Bbm/C BbM7 BbｍM7 Am7 C/D
0,Dm Gm7 A Dm Dbaug F/C Bm7-5 BbM7 BbｍM7 Am7 C/D Dm Gm7 Gm7/C BbM7
0,BbM7 BbM9 Gm7 Gm7/C Am7 Dm Gm7 Gm7/C Cm7 Eb/F Bm7-5 Bb Am7 Ab6
0,Gm7 Am7 Bb Bb/C Db Eb Dm C/E F G Bb Am7 Gm7 GbM7 F Cm7 F9 BbM7 BbｍM7
1,G G A B B F# Em Em D C C B G B Em C G B Em C G B7 Em7 C Cm G B7 Em7 C Cm G B7 Em7 C
1,Cm G B7 Em7 C G B7 Em7 C Cm G B7 Em7 C G B7 Em7 C Cm G B7 Em7 C Cm G B7 Em7 C
1,Cm G B7 Em7 C Cm G B7 Em7 C Cm G B7 Em7 C Cm G B7 Em7 C Cm G B7 Em7 C Cm G B7
1,Em7 C Cm
0,Eb AbM9 Eb AbM9 Cm7/Bb Eb Eb/D Gm7 Ab Ab/G Fm Bb Bb/Ab Gm7 AbM7
0,Bb7 Eb Eb/D Gm7 Ab Ab/G Fm Bb Bb/Ab Gm7 AbM7 Bb7 Eb Gm7 Cm7 Gm7
0,Bbm7 AbM7 Gm7 AbM7 Ab/Bb Bb7 Ab/Bb Bb Eb Eb/D Gm7 Ab AbM7/G Fm7
0,Bb Bb/Ab Gm7 AbM7 Bb7 Eb Eb/D Gm7 Ab Ab/G Fm7 Bb Bb/Ab Gm7 AbM7
0,N.C Cm7 F9 Bb7 Eb Cm7 F9 Bb7 Eb Cm7 F9 Bb7 Eb Cm7 F9 Bb7 Eb Fm9
0,Ab/Bb EbM7 Gb9 Fm9 Ab/Bb EbM7 EbM7 Gb9 Fm9 Ab/Bb EbM7 Gb9 Fm9
0,Ab/Bb EM7 EM7 Fm9 Bb7 EbM7 AbM7 Dm7-5 G7 Cm7 F9 Bb7 Eb Cm7 F9 Bb7
0,Eb Cm7 F9 Bb7 Eb Fm9 Gm7 GM7/Ab Bb7 Cm7 F9 Bb7 Eb Cm7 F9 Bb7 Eb Cm7
0,BbM7 A7 Am7 Dm7 Gm7 C9 F Bb/F F Eb/F Bb/F F Bb/F F Eb/F Bb/F Gm7
0,FM9 Gm7 FM9 Gm7 A7 Dm7 BbM7 F/A Gm7 Gm7/C Gm7 A7 Dm7 BbM7 F/A Gm7
0,Gm7/C BbM7 Am7 A7 Dm Dbaug Dm7/C Bm7-5 Gm7 Gm7/C BbM7 Am7 A7 Dm
0,Dbaug Dm7/C Bm7-5 Gm7 Gm7/C F Bb/F F Eb/F Bb/F F Bb/F F Eb/F
0,F Em7-5 A7 Dm7 Bm7-5 Gm7 C7 F/Eb Bb/D Db6 F/C Bm7-5 E7 Am7 D7 Gm7
0,C7 DbM9 FM9 DbM9 FM9 Cm6 Faug/B BbM9 Bbm7/Eb Dm9 G9 Bm7 E7
0,G#m7-5/F# F# Abaug/D DbM7 BbmM7 Eb7 Ebaug/A AbM7 Fm7 Bb6
0,Bbm7 Gm7-5 Gm7/C C Db Eb F Em7 A7 Dm7 F7/C Faug/B BbM7 Am7 Ddim7
0,Bbm Eb/G Ab Fm Bbm Eb/G Ab Ab7/Eb Bbm Eb/G Ab Fm Bbm Eb/G Fm7 Eb
0,Fm7 Ab Fm7 Eb Fm7 Ab Fm7 Eb Fm7 Ab Fm7 Eb Fm7 Fm7 Bb7 /F Bbm7 Ab6
0,Bbm7 Ab6 Fm7 Bb7 /F Bbm7 Ab6 Bbm7 Ab6 Bbm7 Eb7 Abadd9 Fm7 Bbm7
0,Eb7 Abadd9 Ab7 /Gb Bbm7 Eb7 Abadd9 Fm7 Bbm7 Eb7 Fm7 Eb Fm7 Ab
1,E Badd2/D# C#m7 B/D# E/F# A7 B F#7 D#m7 G#m7 E F#7 B B7 E F#7 B B/A
1,E F#7 B Em/B C#/B Em/B B A#m7-5 D#7 G#m7 F#m7 B7 E Badd2/D# C#m7
1,Badd2/D# E Badd2/D# A F#7sus4 F#7 B A#m7-5 D#7 G#m7 F#m7 B7 E
1,Badd2/D# C#m7 Badd2/D# E Badd2/D# A F#7sus4 F#7 G A F#m7 Bm7
0,Bbadd9 F/C Dm7 F/A Bbadd9 F/C Dm7 Bbadd9 F/C Dm7 F/A Bbadd9
0,F/C Dm7 Bbadd9 F/C Dm7 F/A Bbadd9 F/C Dm7 Bbadd9 F/C Dm7 F/A
0,Bbadd9 F/C Dm7 Gm7 F/A Bbadd9 Gm7 F/A Bbadd9 Dm7 Bbadd9 Csus4
0,F F Bb Csus4 F/A F/C Dm7 Bbadd9 C7sus4 Dm7 Bbadd9 Csus4 F Csus4
1,E A/E B/E E B/D# C#m G#m/B A A B Esus4 Esus4 E Esus4 E E G#m A B E E
1,B/D# C#m G#m A B E E G#m A B E E B/D# C#m G#m A B E B C#m G#m A B E B/D#
1,C#m G#m A F# B G# A B E A B E G# A B E B/D# C#m C#m7/B A B A A E G#m A B E E
1,B/D# C#m G#m A B E B/D# C#m G#m A B E B C#m G#m A F# B B A# A G# A B E A B E
1,Aadd9/C# D Esus4 F#m Aadd9/C# D E D/E E DM7 A/E F#m A/C# DM7 A/E
1,C#/F F#m B A/E Dm A D/A A E/A A Dm/A A A Esus4 DM7 A E/G# F#m7 B D E A E
1,Fdim F#m F#m7/E B/D# Dadd9 A/C# Dadd9 E Asus4 A E/G# F#m7 D E
1,A/C# D E F#m7 E/G# A E DM7 F#m7 E/G# A Dm6 E7sus4 E A/C# Dadd9 E
0,BbM7 A7sus4 Dm9 C BbM7 C6 F69 BbM7 A7sus4 Dm9 C6 BbM7 Gm7/C FM9
0,Cm7/F BbM7 A7sus4 Dm9 C6 BbM7 Gm7/C F Cm7/F BbM9 A7sus4 Dm9 C6
0,BbM7 Gm7/C FM7 Cm7/F BbM9 A7sus4 Dm9 C6 BbM7 Gm7/C FM7 Cm7/F
0,BbM7 A7sus4 Dm9 G9 Gm7 C7 FM9 Cm7/F BbM7 A7sus4 Dm9 G9 Gm7 A7 A7
0,F F F A7 Dm Bb C F A7 Dm DmM7/C# Dm7/C Dm6/B Bb C F A7 Dm DmM7/C#
0,Dm7/C Dm6/B Bb Bbm F F F A7 Dm DmM7/C# Dm7/C Dm6/B Bb C F A7 Dm
0,DmM7/C# Dm7/C Dm6/B Bb Bbm F Gm C Am Dm Bb Am G7 C F A7 Dm DmM7/C#
0,Dm7/C Dm6/B Bb C F A7 Dm DmM7/C# Dm7/C Dm6/B Bb Bbm F F F A7 Dm
1,E/F# B/F# Em/F# B E/F# B/F# C#m7 D#m7 EM7 D#m7 C#m7/F# B D#m7
1,F#m6 G#7 C#m7 Em7 B G#m7 C#7 E/F# F#7 B D#m7 F#m6 G#7 C#m7 Em7 B
1,G#m7 C#7 F#7 B B7 E F# D#m7 G#m E F# F#m7 G#7 Em B Em E/F# B F#7sus4
1,B D#m7 F#m6 G#7 C#m7 Em7 B G#m7 C#7 F#7 B B7 E F# D#m7 G#m E F# B
0,AbM9 Bb69 Cm EbM7 AbM9 Bb69 Cm Eb/Bb AbM9 Bb69 Cm EbM7 AbM9
0,Bb69 Cm Cm AbM9 Bb69 Cm EbM7 AbM9 Bb69 Cm EbM7 AbM9 Bb69 Cm EbM7
0,AbM9 Bb69 Cm EbM7 AbM9 Bb69 Cm EbM7 AbM9 Bb69 Cm EbM7 AbM9 Bb69
0,Cm EbM7 AbM9 Bb69 Cm Cm G AbM9 Bb69 Cm EbM7 AbM9 Bb69 Cm EbM7
1,Bm7 E7 A7 Bm7 D/E Eaug/Bb AM7 CM7 F#M7-5/G# Bm7 D/E E7 /B
1,Aadd9/C# C7 Bm7 BbM7 A7 A7 B7 Dm7 G7 A7 C6 B7 BbM7 A7 C7 B7 Dm7
1,Aadd9/C# F#7 GM7 BbM7/D# Eaug/Bb Aadd9 B7 Dm7 G7 Aadd9 C6 B7
1,BbM7 Aadd9 CM7 B7 F7 Aadd9/C# F#7 F#7 GM7 DmM7/E DM7 F/G C#m7
1,E E/B A E/G# F#m7 F#m7/B B7 E EM7 A Am C#m B A#m7-5 A G#m7 F#m7
1,F#m7//B B7 F#m7/B B7 E EM7 A Am C#m B A#m7-5 A G#m7 F#m7 F#m7/B
1,B7 E G#m7 A B/A G#m7 C#7 F#m F#mM7 F#m7 F#m7/B E F#m7/B E G#m7 A
1,B/A G#m7 C#7 F#m7 G#m7 A F#m7/B E AM7 B/A G#m7 C#m7 F#m7 F#m7/B
0,C Bb Ab G Fm7 Fm7/Bb Bb7 EbM9 Gm/C C7 Fm7 Fm7/Bb Bb7 EbM9 Gm7/C
0,C7 Fm7 Fm7/Bb Bb7 EbM9 Gm7/C C7 Fm7 Fm7/Bb Bb7 EbM9 Gm7/C C7
0,Fm7 Fm7/Bb Bb7 EbM9 A7b5 AbM7 Eb/G Fm7 G G Gm7/C C7 C Bb Ab G Fm7
0,Fm7/Bb EbM9 AbM7 Gm7 Dm7-5 G7 G7 Gm7/C C7b9 Fm7 Fm7/Bb Bb7
0,F7 BbM7 DbM7 GbM7 F7 Faug/B BbM7 DbM7 GbM7 Cb7 Abaug/D DbM7
0,Dbaug/G GbM7 Bbbaug/Cb Fm7 Bbm7-5 /Fb Ebm7 GbM7/Ab
0,Abaug/D DbM7 Dbaug/G GbM7 Bbbaug/Cb Fm7 Bb7 Ebm7 Ebm7/Ab
0,DbM7 Ddim7 Ebm7 F7/Ab BbM7 Fm7 Ebbaug/Fb Ebm7 Gbm7 GbM7/Cb
1,D6 F#m/C# CM7 E/B A#m7-5 AM7 AM7 AM7 AM7 E/G# E/G# E/G# E/G#
1,F#m7 F#m7 AM7 E/G# F#m7 E AM7 E/G# C#m7 DM7 AM7 E/G# F#m7 G#aug
1,C#m7 E/B E AM7 E/G# F#m7 F#m7/B Eadd9 AM7 AM7 AM7  AM7 E/G# E/G#
1,E/G# DM7 DM7 G#m7 GM7 F#m7 F#m7 DM7 DM7 DM7 DM7 AM7 AM7 B G#m7
1,Bm7 C#7 F#M7 Bm7 E7 AM7 C#7sus4 C#7 F#m E69 DM7 C#7sus4 C#m7
1,Bm7 C#7 F#m7 E C#7/G# F#m E69 DM7 C#7sus4 C#m7 Bm7 G#m7-5
1,C#7sus4 C#7 Bm E7 E7/D C#m F#m Bm G#7 C#7 C#7 Bm7 E7 AM7 F#m7 Bm7
1,G#m7-5 C#7sus4 C#7 Bm7 E7 AM7 F#m7 Bm7 C#7 F#m E69 DM7 C#7sus4
